Rk,Player,FGA,Season,Age,Team,G,GS,AS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,FT%,TS%,eFG%,Pos
298,Gal Mekel,5,2014-15,26,NOP,4,0,0,10.8,0.8,5,0.8,4.3,0,0.8,0,0,0,0.3,0.3,3.3,0.5,0,0.5,0.3,1.5,0.15,0.176,0,,0.15,0.15,G
299,Spencer Dinwiddie,5,2014-15,21,DET,34,1,0,13.4,1.5,5,1.1,3.1,0.4,1.9,0.9,1,0.1,1.3,1.4,3.1,0.6,0.2,1,1.6,4.3,0.302,0.375,0.185,0.912,0.394,0.337,G
300,John Lucas III,5,2014-15,32,DET,21,0,0,13,2,5,1.6,3.6,0.4,1.4,0.2,0.2,0.2,0.6,0.8,2.9,0.4,0,0.8,0.9,4.7,0.404,0.44,0.31,1,0.461,0.447,G
301,Cole Aldrich,4.9,2014-15,26,NYK,61,16,0,16,2.4,4.9,2.4,4.9,0,0,0.8,1,1.7,3.9,5.5,1.2,0.6,1.1,1,2,5.5,0.478,0.478,,0.781,0.513,0.478,C
302,Archie Goodwin,4.9,2014-15,20,PHO,41,2,0,13,1.9,4.9,1.6,3.9,0.3,1,1.5,2,0.7,1.1,1.8,1.1,0.4,0.2,1.2,1.3,5.6,0.393,0.419,0.293,0.735,0.486,0.423,G
303,Quincy Acy,4.9,2014-15,24,NYK,68,22,0,18.9,2.2,4.9,2,4,0.3,0.9,1.1,1.4,1.2,3.3,4.4,1,0.4,0.3,0.9,2.2,5.9,0.459,0.494,0.3,0.784,0.533,0.486,F-C
304,Brandan Wright,4.8,2014-15,27,"BOS,DAL,PHO",75,7,0,19.3,3.1,4.8,3.1,4.8,0,0,1,1.5,1.7,2.6,4.3,0.5,0.7,1.3,0.5,1.4,7.3,0.642,0.647,0,0.696,0.66,0.642,F-C
305,Alexis Ajinça,4.8,2014-15,26,NOP,68,8,0,14.1,2.7,4.8,2.7,4.8,0,0,1.2,1.5,1.5,3.1,4.6,0.7,0.3,0.8,1,2.2,6.5,0.55,0.55,,0.818,0.595,0.55,C-F
306,Larry Drew II,4.8,2014-15,24,PHI,12,1,0,18.3,1.7,4.8,1.3,2.7,0.3,2.2,0.2,0.3,0.1,1.2,1.3,3.8,0.5,0,2.1,1.1,3.8,0.345,0.5,0.154,0.667,0.388,0.379,G
307,Al-Farouq Aminu,4.8,2014-15,24,DAL,74,3,0,18.5,2,4.8,1.5,3.1,0.5,1.7,1.1,1.6,1.5,3.1,4.6,0.8,0.9,0.8,0.7,1.9,5.6,0.412,0.485,0.274,0.712,0.504,0.459,F
308,Thomas Robinson,4.8,2014-15,23,"PHI,POR",54,4,0,14.8,2.3,4.8,2.3,4.8,0,0,1,2,1.8,3.9,5.6,0.6,0.6,0.4,1.1,1.9,5.7,0.485,0.488,0,0.528,0.502,0.485,F
309,Lou Amundson,4.8,2014-15,32,"CLE,NYK",53,35,0,17.7,2.1,4.8,2.1,4.8,0,0,0.8,1.6,1.8,3.3,5.1,1.3,0.4,1,1.2,2.4,4.9,0.427,0.429,0,0.471,0.442,0.427,F-C
310,Thabo Sefolosha,4.8,2014-15,30,ATL,52,7,0,18.8,2,4.8,1.5,3.3,0.5,1.5,0.9,1.1,1,3.3,4.3,1.4,1,0.4,0.7,1.3,5.3,0.418,0.462,0.321,0.776,0.506,0.468,G-F
311,Shawne Williams,4.8,2014-15,28,"DET,MIA",63,22,0,17.3,1.9,4.8,0.9,1.9,1,2.8,0.6,0.6,0.6,2.1,2.6,0.7,0.4,0.3,0.5,2.1,5.4,0.403,0.467,0.36,0.875,0.537,0.51,F
312,Andrew Nicholson,4.8,2014-15,25,ORL,40,3,0,12.3,2.1,4.8,1.8,3.7,0.3,1,0.4,0.6,0.4,1.6,2.1,0.6,0.2,0.3,0.6,1.3,4.9,0.437,0.47,0.317,0.6,0.483,0.471,F
313,Lavoy Allen,4.7,2014-15,25,IND,63,0,0,17,2.2,4.7,2.2,4.7,0,0,0.5,0.7,2,3.2,5.1,1.2,0.2,0.7,0.6,1.6,5,0.472,0.472,,0.702,0.493,0.472,F-C
314,Kyle O'Quinn,4.7,2014-15,24,ORL,51,17,0,16.2,2.3,4.7,2.1,3.9,0.2,0.8,0.9,1.1,0.9,3,3.9,1.2,0.6,0.8,1.1,2.2,5.8,0.492,0.538,0.279,0.772,0.55,0.517,F-C
315,Pero Anti?,4.7,2014-15,32,ATL,63,3,0,16.5,1.7,4.7,0.9,2,0.8,2.7,1.4,2,0.9,2.1,3,0.8,0.3,0.2,0.8,2.1,5.7,0.365,0.455,0.301,0.715,0.508,0.453,C-F
316,Shawn Marion,4.7,2014-15,36,CLE,57,24,0,19.3,2.1,4.7,1.9,3.9,0.2,0.8,0.5,0.6,1.1,2.4,3.5,0.9,0.5,0.5,0.6,1,4.8,0.446,0.484,0.261,0.765,0.489,0.468,F
317,JaKarr Sampson,4.7,2014-15,21,PHI,74,32,0,15.3,2,4.7,1.6,3,0.4,1.7,0.9,1.3,0.5,1.7,2.2,1,0.5,0.4,1,1.8,5.2,0.422,0.525,0.244,0.67,0.498,0.467,G-F
318,Aron Baynes,4.7,2014-15,28,SAS,70,17,0,16,2.6,4.7,2.6,4.6,0,0.1,1.3,1.5,1.6,3,4.5,0.5,0.2,0.3,0.9,2.3,6.6,0.566,0.57,0.25,0.865,0.618,0.567,C
319,Bryce Cotton,4.6,2014-15,22,UTA,15,0,0,10.6,1.9,4.6,1.5,3.3,0.5,1.3,1,1.2,0.2,1,1.2,1,0.3,0,0.8,0.4,5.3,0.42,0.449,0.35,0.833,0.52,0.471,G
320,Matthew Dellavedova,4.6,2014-15,24,CLE,67,13,0,20.6,1.7,4.6,0.6,2.1,1,2.5,0.4,0.6,0.6,1.3,1.9,3,0.4,0,0.9,2.3,4.8,0.362,0.307,0.407,0.763,0.493,0.472,G
321,Kostas Papanikolaou,4.6,2014-15,24,HOU,43,1,0,18.5,1.6,4.6,0.9,2.1,0.7,2.5,0.3,0.4,0.9,1.8,2.7,2,0.7,0.3,1.3,1.7,4.2,0.35,0.418,0.292,0.722,0.444,0.429,F
322,Robert Sacre,4.6,2014-15,25,LAL,67,18,0,16.9,1.9,4.6,1.9,4.6,0,0,0.8,1.2,1.3,2.1,3.5,0.8,0.4,0.6,0.5,1.8,4.6,0.412,0.413,0,0.671,0.449,0.412,C
323,Francisco García,4.5,2014-15,33,HOU,14,0,0,14.3,1.2,4.5,0.5,1.3,0.7,3.2,0.1,0.3,0.2,1,1.2,1.1,0.6,0.4,0.7,1.4,3.2,0.27,0.389,0.222,0.25,0.347,0.349,F-G
324,Joe Ingles,4.5,2014-15,27,UTA,79,32,0,21.2,1.9,4.5,0.9,1.9,0.9,2.6,0.4,0.5,0.3,1.9,2.2,2.3,0.9,0.1,1.2,1.6,5,0.415,0.493,0.356,0.75,0.533,0.517,F-G
325,Shabazz Napier,4.5,2014-15,23,MIA,51,10,0,19.8,1.7,4.5,0.9,2.2,0.8,2.3,0.9,1.1,0.3,1.9,2.2,2.5,0.8,0.1,1.6,1.5,5.1,0.382,0.4,0.364,0.786,0.517,0.476,G
326,Markel Brown,4.5,2014-15,23,BRK,47,29,0,16.6,1.6,4.5,1.3,3.1,0.4,1.4,1,1.2,0.3,1.9,2.3,0.8,0.7,0.3,0.6,1.2,4.6,0.362,0.404,0.266,0.825,0.459,0.402,G
327,Meyers Leonard,4.5,2014-15,22,POR,55,7,0,15.4,2.3,4.5,1.4,2.4,0.9,2,0.5,0.6,0.8,3.7,4.5,0.6,0.2,0.3,0.7,2.1,5.9,0.51,0.586,0.42,0.938,0.631,0.606,C-F
328,Will Bynum,4.4,2014-15,32,WAS,7,0,0,9.6,1.4,4.4,1.4,3.1,0,1.3,0.3,0.6,0.3,0.6,0.9,2.6,0.1,0.1,1.1,1.3,3.1,0.323,0.455,0,0.5,0.336,0.323,G
329,Aaron Gordon,4.4,2014-15,19,ORL,47,8,0,17,2,4.4,1.7,3.4,0.3,1,0.9,1.3,1,2.6,3.6,0.7,0.4,0.5,0.8,1.8,5.2,0.447,0.5,0.271,0.721,0.517,0.478,F
330,Kosta Koufos,4.4,2014-15,25,MEM,81,3,0,16.6,2.2,4.4,2.2,4.4,0,0,0.7,1,1.5,3.8,5.3,0.5,0.4,0.8,0.9,1.8,5.2,0.508,0.508,,0.647,0.53,0.508,C
331,Kent Bazemore,4.4,2014-15,25,ATL,75,10,0,17.7,1.9,4.4,1.2,2.7,0.6,1.8,0.8,1.3,0.3,2.7,3,1,0.7,0.4,1,1.7,5.2,0.426,0.467,0.364,0.6,0.52,0.498,G-F
332,Jordan Farmar,4.4,2014-15,28,LAC,36,0,0,14.7,1.7,4.4,0.7,1.7,1,2.7,0.3,0.3,0.2,0.9,1.2,1.9,0.6,0.1,0.9,1.4,4.6,0.386,0.426,0.361,0.909,0.513,0.497,G
333,Richard Jefferson,4.4,2014-15,34,DAL,74,18,0,16.8,1.9,4.4,1.1,2.3,0.9,2.1,1.1,1.5,0.3,2.1,2.5,0.8,0.4,0.1,0.7,1.6,5.8,0.444,0.462,0.426,0.684,0.577,0.546,F
334,Tyler Ennis,4.4,2014-15,20,"MIL,PHO",33,1,0,12.5,1.6,4.4,1.2,3.1,0.4,1.3,0.2,0.2,0.2,0.8,1.1,2.2,0.5,0.2,1.3,1.1,3.7,0.361,0.396,0.279,0.714,0.411,0.403,G
335,Justin Hamilton,4.3,2014-15,24,"MIA,MIN",41,14,0,17.4,2.1,4.3,1.8,3.6,0.2,0.8,1,1.1,1.4,1.9,3.3,0.9,0.7,0.7,0.6,1.7,5.3,0.478,0.51,0.323,0.83,0.551,0.506,C
336,Tarik Black,4.3,2014-15,23,"HOU,LAL",63,39,0,19,2.5,4.3,2.5,4.3,0,0,1,1.9,2.3,3.6,5.8,0.7,0.3,0.4,0.8,2.5,6,0.575,0.577,0,0.551,0.583,0.575,C-F
337,Jon Leuer,4.3,2014-15,25,MEM,63,6,0,13.1,1.9,4.3,1.8,3.9,0.1,0.5,0.6,0.9,0.8,2.5,3.3,0.7,0.3,0.1,0.6,1.4,4.5,0.443,0.467,0.241,0.627,0.478,0.456,F
338,Perry Jones,4.3,2014-15,23,OKC,43,13,0,14.7,1.7,4.3,1.4,2.9,0.3,1.4,0.6,0.9,0.1,1.6,1.8,0.4,0.4,0.2,0.6,1.2,4.3,0.397,0.476,0.233,0.649,0.459,0.435,F
339,Nick Calathes,4.3,2014-15,25,MEM,58,0,0,14.4,1.8,4.3,1.6,3.5,0.2,0.7,0.4,0.8,0.3,1.5,1.8,2.5,1.1,0.1,1.1,1.7,4.2,0.421,0.456,0.256,0.533,0.455,0.443,G
340,Toney Douglas,4.3,2014-15,28,NOP,12,0,0,14.8,1.6,4.3,1.2,2.8,0.4,1.5,0.7,1.1,0.2,1.7,1.8,2,0.9,0.3,0.8,1.7,4.3,0.373,0.424,0.278,0.615,0.45,0.422,G
341,Gigi Datome,4.2,2014-15,27,"BOS,DET",21,1,0,10,2,4.2,1.2,2.3,0.9,1.9,0,0,0.1,1.2,1.4,0.4,0.1,0.3,0.4,0.7,5,0.483,0.51,0.45,1,0.587,0.584,F
342,Lorenzo Brown,4.2,2014-15,24,MIN,29,7,0,18.9,1.8,4.2,1.6,3.2,0.2,1,0.4,0.7,0.5,1.9,2.4,3.1,1,0.2,1,1.7,4.2,0.426,0.489,0.214,0.632,0.468,0.451,G
343,Austin Daye,4.1,2014-15,26,"ATL,SAS",34,4,0,10.1,1.5,4.1,0.8,2.1,0.7,2.1,0.1,0.2,0.3,1.9,2.2,0.5,0.4,0.1,0.7,1.1,3.8,0.355,0.371,0.338,0.833,0.449,0.44,F
344,John Jenkins,4.1,2014-15,23,ATL,24,3,0,12.4,2,4.1,1.2,2,0.9,2.2,0.7,0.8,0.1,1.5,1.6,0.5,0.4,0,0.3,0.6,5.6,0.495,0.596,0.404,0.842,0.629,0.601,G
345,Travis Wear,4.1,2014-15,24,NYK,51,1,0,13.2,1.6,4.1,1.4,3.5,0.2,0.6,0.4,0.5,0.6,1.5,2.1,0.8,0.3,0.2,0.7,1.1,3.9,0.402,0.408,0.367,0.769,0.451,0.428,F
346,Samuel Dalembert,4.1,2014-15,33,NYK,32,21,0,17,1.8,4.1,1.8,4.1,0,0,0.4,0.6,1.7,3.6,5.3,0.9,0.4,1.3,1.2,2.2,4,0.438,0.438,,0.7,0.461,0.438,C
347,Sergey Karasev,4.1,2014-15,21,BRK,33,16,0,16.8,1.6,4.1,1.2,2.4,0.5,1.6,0.9,1.2,0.7,1.3,2,1.4,0.7,0,0.7,1.4,4.6,0.403,0.475,0.296,0.763,0.508,0.463,G-F
348,Nik Stauskas,4.1,2014-15,21,SAC,73,1,0,15.4,1.5,4.1,0.8,2,0.7,2,0.8,0.9,0.2,1.1,1.2,0.9,0.3,0.2,0.5,1.3,4.4,0.365,0.408,0.322,0.859,0.492,0.446,G
349,Steve Blake,4,2014-15,34,POR,81,0,0,18.9,1.5,4,0.6,1.3,1,2.7,0.4,0.5,0.2,1.5,1.7,3.6,0.5,0.1,1.3,1.5,4.3,0.373,0.417,0.352,0.707,0.507,0.491,G
350,James Ennis III,4,2014-15,24,MIA,62,3,0,17,1.6,4,1.1,2.5,0.5,1.5,1.3,1.5,0.8,2,2.8,0.8,0.4,0.3,0.6,1.4,5,0.409,0.461,0.326,0.84,0.541,0.472,F
351,Justin Holiday,4,2014-15,25,GSW,59,4,0,11.1,1.5,4,0.9,2.1,0.6,1.8,0.6,0.8,0.2,1,1.2,0.8,0.7,0.2,0.5,0.9,4.3,0.387,0.444,0.321,0.822,0.498,0.462,F
352,Dorell Wright,4,2014-15,29,POR,48,2,0,12.3,1.5,4,0.6,1.7,0.9,2.3,0.7,0.9,0.3,2,2.3,0.9,0.4,0.2,0.4,1.1,4.6,0.379,0.378,0.38,0.81,0.525,0.487,F-G
353,Gary Harris,3.9,2014-15,20,DEN,55,6,0,13.1,1.2,3.9,0.8,2.1,0.4,1.9,0.6,0.9,0.4,0.8,1.2,0.5,0.7,0.1,0.7,1.3,3.4,0.304,0.395,0.204,0.745,0.395,0.353,G
354,Jeff Taylor,3.9,2014-15,25,CHO,29,13,0,14.8,1.6,3.9,1.2,2.7,0.4,1.2,0.9,1.4,0.5,1.3,1.8,0.8,0.4,0,0.7,1.2,4.4,0.395,0.436,0.306,0.634,0.481,0.443,F
355,Jannero Pargo,3.9,2014-15,35,CHO,9,0,0,8.1,1.7,3.9,0.7,1.4,1,2.4,0.2,0.2,0,0.3,0.3,0.9,0,0,0.3,0.9,4.6,0.429,0.462,0.409,1,0.571,0.557,G
356,Damjan Rude,3.9,2014-15,28,IND,68,2,0,15.4,1.8,3.9,0.7,1.4,1,2.5,0.2,0.3,0.1,0.6,0.7,0.8,0.2,0.1,0.7,1.2,4.8,0.452,0.538,0.406,0.696,0.591,0.584,F
357,Udonis Haslem,3.9,2014-15,34,MIA,62,25,0,16,1.7,3.9,1.7,3.7,0,0.2,0.7,1,1.1,3,4.2,0.7,0.3,0.2,0.7,1.8,4.2,0.448,0.459,0.2,0.703,0.488,0.452,F-C
358,Nick Collison,3.8,2014-15,34,OKC,66,2,0,16.7,1.6,3.8,1.4,2.9,0.2,0.9,0.7,1,1.4,2.4,3.8,1.4,0.5,0.4,0.7,2.4,4.1,0.419,0.466,0.267,0.692,0.485,0.451,F
359,Robbie Hummel,3.8,2014-15,25,MIN,45,4,0,16.5,1.8,3.8,1.4,2.7,0.4,1.1,0.5,0.6,0.7,2.3,3,0.6,0.4,0.2,0.4,1.9,4.4,0.459,0.521,0.314,0.828,0.536,0.506,F
360,Shannon Brown,3.8,2014-15,29,MIA,5,2,0,17.8,1.4,3.8,0.8,2.4,0.6,1.4,0.6,0.8,0,0.2,0.2,0.6,0.8,0,0.8,1.6,4,0.368,0.333,0.429,0.75,0.482,0.447,G
361,Quincy Miller,3.8,2014-15,22,"DET,SAC",10,0,0,11.9,0.9,3.8,0.6,2,0.3,1.8,0.8,1.1,0.4,1.6,2,0.8,0.7,0.5,0.5,0.9,2.9,0.237,0.3,0.167,0.727,0.338,0.276,F
362,Mike Muscala,3.8,2014-15,23,ATL,40,8,0,12.6,2.1,3.8,1.9,3.2,0.2,0.6,0.6,0.6,1.3,1.7,3,0.6,0.4,0.5,0.5,1.3,4.9,0.55,0.574,0.409,0.88,0.608,0.579,F-C
363,Erick Green,3.8,2014-15,23,DEN,43,1,0,9.5,1.4,3.8,1.1,2.7,0.3,1.1,0.2,0.3,0.2,0.6,0.7,0.9,0.3,0,0.3,0.6,3.4,0.377,0.409,0.298,0.833,0.436,0.42,G
364,Luke Ridnour,3.7,2014-15,33,ORL,47,0,0,14.5,1.6,3.7,1.2,2.4,0.4,1.3,0.4,0.4,0.2,1.3,1.4,2,0.4,0.1,0.8,1.4,4,0.426,0.487,0.317,0.857,0.507,0.483,G
365,Joffrey Lauvergne,3.7,2014-15,23,DEN,24,1,0,11.2,1.5,3.7,1.4,3,0.1,0.7,0.8,1.2,1.1,2.1,3.2,0.5,0.3,0.4,0.9,1.8,3.9,0.404,0.452,0.188,0.643,0.459,0.421,C-F
366,Raymond Felton,3.7,2014-15,30,DAL,29,3,0,9.7,1.5,3.7,1.1,2.5,0.3,1.2,0.4,0.5,0.1,0.8,0.9,1.4,0.4,0.1,0.6,0.6,3.7,0.406,0.458,0.294,0.8,0.48,0.453,G
367,Kendall Marshall,3.6,2014-15,23,MIL,28,3,0,14.9,1.6,3.6,1,2,0.6,1.6,0.3,0.3,0.1,0.9,1,3.1,0.8,0,1.3,0.9,4.2,0.455,0.509,0.391,0.889,0.562,0.545,G
368,Andre Miller,3.6,2014-15,38,"SAC,WAS",81,0,0,15.5,1.8,3.6,1.7,3.2,0.1,0.4,0.7,1,0.5,1.4,1.9,3.5,0.4,0.1,1.3,1.3,4.4,0.5,0.539,0.206,0.753,0.548,0.512,G
369,Johnny O'Bryant,3.5,2014-15,21,MIL,34,15,0,10.8,1.3,3.5,1.3,3.5,0,0,0.4,0.8,0.8,1.1,1.9,0.5,0.1,0.1,0.7,1.3,2.9,0.367,0.367,,0.444,0.379,0.367,F-C
370,James Jones,3.5,2014-15,34,CLE,57,2,0,11.7,1.3,3.5,0.2,0.5,1.1,3.1,0.7,0.8,0.2,0.9,1.1,0.4,0.2,0.1,0.2,1.2,4.4,0.368,0.423,0.36,0.848,0.565,0.525,F-G
371,Maurice Harkless,3.5,2014-15,21,ORL,45,4,0,15,1.4,3.5,1.2,2.3,0.2,1.2,0.5,0.9,0.8,1.5,2.4,0.6,0.7,0.2,0.6,1.5,3.5,0.399,0.52,0.179,0.537,0.449,0.43,F-G
372,Troy Daniels,3.5,2014-15,23,"CHO,HOU,MIN",47,0,0,8.4,1.3,3.5,0.4,1,0.9,2.5,0.2,0.3,0.2,0.5,0.7,0.5,0.1,0,0.4,0.9,3.7,0.37,0.383,0.364,0.846,0.515,0.5,G
373,Phil Pressey,3.5,2014-15,23,BOS,50,0,0,12,1.3,3.5,1,2.2,0.3,1.3,0.7,1,0.3,1.3,1.6,2.3,0.6,0.1,0.8,1.1,3.5,0.368,0.44,0.246,0.673,0.453,0.414,G
374,Miles Plumlee,3.5,2014-15,26,"MIL,PHO",73,28,0,16.4,1.9,3.5,1.9,3.5,0,0,0.3,0.6,1.5,2.8,4.4,0.5,0.6,0.9,0.7,1.5,4,0.535,0.535,,0.478,0.536,0.535,C-F
375,Ian Mahinmi,3.5,2014-15,28,IND,61,6,0,18.8,1.9,3.5,1.9,3.5,0,0,0.5,1.7,1.7,4.1,5.8,0.5,0.5,0.8,1,2.8,4.3,0.552,0.552,,0.304,0.516,0.552,C
376,Chris Andersen,3.5,2014-15,36,MIA,60,20,0,18.9,2,3.5,1.9,3.2,0.1,0.2,1.3,1.9,1.3,3.7,5,0.7,0.4,1,0.7,1.5,5.3,0.58,0.598,0.308,0.667,0.622,0.589,C-F
377,Glen Davis,3.4,2014-15,29,LAC,74,0,0,12.2,1.6,3.4,1.6,3.4,0,0.1,0.8,1.3,0.6,1.7,2.3,0.5,0.6,0.3,0.5,1.8,4,0.459,0.466,0,0.632,0.495,0.459,F-C
378,Alonzo Gee,3.4,2014-15,27,"DEN,POR",54,2,0,12.3,1.6,3.4,1.4,2.8,0.2,0.6,1,1.4,0.7,1.1,1.7,0.5,0.6,0.1,0.6,1.1,4.5,0.468,0.49,0.371,0.701,0.548,0.503,G
379,JaVale McGee,3.4,2014-15,27,"DEN,PHI",23,0,0,11.1,1.8,3.4,1.8,3.4,0,0,1,1.4,0.8,1.9,2.7,0.1,0.1,0.9,0.8,1.3,4.6,0.532,0.532,,0.667,0.567,0.532,C
380,Pablo Prigioni,3.4,2014-15,37,"HOU,NYK",67,3,0,17.9,1.4,3.4,0.5,0.9,0.9,2.5,0.5,0.6,0.4,1.3,1.8,2.6,1.2,0,0.9,1.3,4.1,0.399,0.548,0.343,0.854,0.557,0.524,G
381,Cory Jefferson,3.3,2014-15,24,BRK,50,1,0,10.6,1.5,3.3,1.5,3,0,0.3,0.6,1.1,0.9,2,2.9,0.3,0.2,0.4,0.4,1.2,3.7,0.449,0.48,0.133,0.574,0.48,0.455,F
382,Kendrick Perkins,3.3,2014-15,30,"CLE,OKC",68,3,0,16.9,1.5,3.3,1.5,3.3,0,0,0.6,1.2,1.3,3.4,4.7,0.8,0.2,0.6,1.4,2.4,3.6,0.449,0.451,0,0.506,0.467,0.449,C
383,Jimmer Fredette,3.3,2014-15,25,NOP,50,0,0,10.2,1.3,3.3,1.1,2.4,0.2,1,0.9,0.9,0.2,0.6,0.8,1.2,0.3,0,0.7,0.9,3.6,0.38,0.458,0.188,0.956,0.479,0.407,G
384,James Young,3.3,2014-15,19,BOS,31,0,0,10.7,1.2,3.3,0.6,1.2,0.5,2.1,0.5,0.9,0.3,1.1,1.4,0.4,0.3,0.1,0.2,0.7,3.4,0.353,0.528,0.258,0.552,0.457,0.436,G-F
385,Garrett Temple,3.3,2014-15,28,WAS,52,18,0,14.1,1.3,3.3,0.7,1.6,0.6,1.7,0.7,0.9,0.5,1.3,1.7,1.1,0.8,0.2,0.7,1.5,3.9,0.4,0.427,0.375,0.729,0.534,0.497,G
386,Grant Jerrett,3.3,2014-15,21,"OKC,UTA",8,0,0,6.4,0.9,3.3,0.8,1.4,0.1,1.9,0.1,0.1,0.3,0.9,1.1,0.4,0.3,0.3,0.4,1.4,2,0.269,0.545,0.067,1,0.303,0.288,F
387,Matt Bonner,3.2,2014-15,34,SAS,72,19,0,13,1.3,3.2,0.7,1.4,0.6,1.8,0.4,0.5,0.4,1.2,1.6,0.7,0.1,0.2,0.2,0.9,3.7,0.409,0.462,0.365,0.811,0.536,0.509,F
388,Jason Maxiell,3.1,2014-15,31,CHO,61,0,0,14.4,1.3,3.1,1.3,3.1,0,0,0.7,1.2,1.4,1.9,3.3,0.3,0.3,0.7,0.5,1.6,3.3,0.422,0.422,,0.577,0.455,0.422,F-C
389,Joel Freeland,3.1,2014-15,27,POR,48,8,0,12.9,1.5,3.1,1.5,3.1,0,0,0.4,0.5,1.3,2.7,4,0.3,0.2,0.5,0.5,1.9,3.5,0.49,0.49,,0.84,0.522,0.49,F-C
390,Josh McRoberts,3.1,2014-15,27,MIA,17,4,0,17.4,1.6,3.1,1.2,2,0.5,1.1,0.5,0.8,0.4,2.2,2.6,1.9,0.7,0.2,1.3,2.4,4.2,0.528,0.588,0.421,0.615,0.613,0.604,F-C
391,Luke Babbitt,3,2014-15,25,NOP,63,19,0,13.2,1.5,3,0.5,1.2,0.9,1.8,0.2,0.3,0.2,1.6,1.8,0.4,0.3,0.2,0.4,1,4.1,0.479,0.429,0.513,0.684,0.639,0.633,F
392,Noah Vonleh,3,2014-15,19,CHO,25,0,0,10.4,1.2,3,1,2.5,0.2,0.5,0.7,1,1.1,2.3,3.4,0.2,0.2,0.4,0.4,0.8,3.3,0.395,0.397,0.385,0.692,0.475,0.428,F-C
393,Hedo Türko?lu,3,2014-15,35,LAC,62,2,0,11.4,1.3,3,0.4,0.8,1,2.2,0.1,0.2,0.1,1.5,1.6,0.6,0.3,0.1,0.5,1.1,3.7,0.441,0.469,0.432,0.545,0.602,0.601,F
394,Festus Ezeli,3,2014-15,25,GSW,46,7,0,11,1.7,3,1.7,3,0,0,1.1,1.7,1.3,2.1,3.4,0.2,0.2,0.9,0.7,1.7,4.4,0.547,0.547,,0.628,0.58,0.547,C
395,Patrick Christopher,3,2014-15,26,UTA,4,1,0,7.3,0.8,3,0.8,2,0,1,0,0,0.5,1,1.5,0,0.3,0,0.3,1.5,1.5,0.25,0.375,0,,0.25,0.25,G-F
396,Earl Clark,3,2014-15,27,BRK,10,0,0,9.3,1.1,3,0.7,1.6,0.4,1.4,0.1,0.4,0.1,2.2,2.3,0.3,0.3,0.4,0.6,1.2,2.7,0.367,0.438,0.286,0.25,0.425,0.433,F
397,Allen Crabbe,3,2014-15,22,POR,51,9,0,13.4,1.2,3,0.6,1.3,0.6,1.7,0.2,0.3,0.1,1.3,1.4,0.8,0.4,0.3,0.3,1.5,3.3,0.412,0.485,0.353,0.75,0.525,0.51,G-F
398,Julius Randle,3,2014-15,20,LAL,1,0,0,14,1,3,1,3,0,0,0,2,0,0,0,0,0,0,1,1,2,0.333,0.333,,0,0.258,0.333,F-C
399,Glen Rice Jr.,3,2014-15,24,WAS,5,0,0,8.6,0.6,3,0.4,1.6,0.2,1.4,0.8,1.2,0.4,0.4,0.8,0.4,0,0,0.4,2.2,2.2,0.2,0.25,0.143,0.667,0.312,0.233,G
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
